Name;URL;Primary Language;Created At;Repository Age;Amount of stars;Total amount of release(s);Total Source LOC;Total Line LOC;Total Blank LOC;Total Comments LOC;CBO;DIT;WMC
zaaach/CityPicker;https://github.com/zaaach/CityPicker;Java;27/02/2016 09:11;5;2864;1;105180179;117291123;10619331;2122288;2.0;1.0;2.0
Polidea/RxAndroidBle;https://github.com/Polidea/RxAndroidBle;Java;04/02/2016 13:42;5;2864;43;105210022;117327338;10625361;2122858;3.0;1.0;2.0
donglua/PhotoPicker;https://github.com/donglua/PhotoPicker;Java;25/06/2015 16:53;5;2860;13;105214639;117333195;10626342;2123141;3.0;1.0;3.5
anggrayudi/android-hidden-api;https://github.com/anggrayudi/android-hidden-api;Java;16/09/2015 11:58;5;2856;1;105216856;117336071;10626719;2123454;8.5;1.0;30.5
andOTP/andOTP;https://github.com/andOTP/andOTP;Java;05/07/2017 11:39;3;2856;34;105253711;117376126;10629636;2123902;3.0;1.0;3.0
immutables/immutables;https://github.com/immutables/immutables;Java;07/07/2013 13:48;7;2854;6;105359167;117501145;10648895;2124603;3.0;1.0;2.0
aragozin/jvm-tools;https://github.com/aragozin/jvm-tools;Java;28/04/2012 09:28;8;2851;0;105397868;117546962;10655645;2125062;2.0;1.0;4.0
JavaNoober/BackgroundLibrary;https://github.com/JavaNoober/BackgroundLibrary;Java;09/09/2018 08:52;2;2851;5;105409059;117560056;10657197;2125437;4.0;1.0;4.0
trinodb/trino;https://github.com/trinodb/trino;Java;19/01/2019 06:38;2;2846;0;106720185;119068563;10851867;2150588;6.0;1.0;5.0
jeremylong/DependencyCheck;https://github.com/jeremylong/DependencyCheck;Java;03/09/2012 20:43;8;2846;10;106955940;119336802;10877099;2158648;5.0;2.0;7.0
openaphid/android-flip;https://github.com/openaphid/android-flip;Java;22/05/2012 07:48;8;2845;0;106962863;119345714;10878753;2159013;4.0;1.0;4.5
lenve/JavaEETest;https://github.com/lenve/JavaEETest;Java;13/12/2016 02:13;4;2845;0;107296130;119725391;10922174;2169048;3.0;1.0;2.0
SpecialCyCi/AndroidResideMenu;https://github.com/SpecialCyCi/AndroidResideMenu;Java;14/12/2013 15:25;7;2844;7;107298261;119728252;10922610;2169350;4.5;1.5;2.0
yusugomori/DeepLearning;https://github.com/yusugomori/DeepLearning;Java;01/01/2013 16:23;8;2842;0;107305585;119738128;10924763;2169768;4.0;1.0;22.0
ZieIony/Carbon;https://github.com/ZieIony/Carbon;Java;04/02/2015 23:11;6;2842;2;107368505;119812509;10935736;2170869;3.0;1.0;3.0
yarolegovich/SlidingRootNav;https://github.com/yarolegovich/SlidingRootNav;Java;26/03/2017 22:58;3;2839;1;107370648;119815426;10936270;2171124;3.0;1.0;3.0
jiangqqlmj/FastDev4Android;https://github.com/jiangqqlmj/FastDev4Android;Java;22/10/2015 05:22;5;2837;4;107399176;119847633;10939651;2171536;3.0;1.0;2.0
nanchen2251/RxJava2Examples;https://github.com/nanchen2251/RxJava2Examples;Java;19/06/2017 05:38;3;2837;0;107404946;119854726;10940730;2171794;2.0;1.0;2.0
JackyAndroid/AndroidChromium;https://github.com/JackyAndroid/AndroidChromium;Java;04/07/2016 07:28;4;2836;2;107623674;120106535;10973454;2173036;3.0;1.0;3.0
spockframework/spock;https://github.com/spockframework/spock;Java;12/12/2010 19:02;10;2828;10;107696215;120201870;10988952;2180682;4.0;1.0;4.0
JulienGenoud/android-percent-support-lib-sample;https://github.com/JulienGenoud/android-percent-support-lib-sample;Java;26/06/2015 12:44;5;2824;2;107697718;120203917;10989250;2180939;5.0;2.0;4.5
jprante/elasticsearch-jdbc;https://github.com/jprante/elasticsearch-jdbc;Java;02/06/2012 23:17;8;2823;19;107715535;120224313;10991445;2181339;3.0;1.0;5.0
sunfusheng/StickyHeaderListView;https://github.com/sunfusheng/StickyHeaderListView;Java;22/04/2016 11:39;4;2821;0;107719778;120229585;10992239;2181613;4.0;1.0;2.0
bin456789/Unblock163MusicClient-Xposed;https://github.com/bin456789/Unblock163MusicClient-Xposed;Java;14/01/2016 11:22;5;2819;13;107723195;120234047;10993049;2181858;4.0;1.0;4.0
w446108264/XhsEmoticonsKeyboard;https://github.com/w446108264/XhsEmoticonsKeyboard;Java;06/03/2015 02:39;6;2819;7;107731654;120244367;10994580;2182223;3.0;1.0;3.0
MindorksOpenSource/PRDownloader;https://github.com/MindorksOpenSource/PRDownloader;Java;11/11/2017 19:29;3;2814;5;107737947;120251972;10995615;2182514;1.0;1.0;1.0
florent37/ShapeOfView;https://github.com/florent37/ShapeOfView;Java;18/02/2018 12:14;3;2808;0;107743261;120258643;10996688;2182814;4.0;2.0;4.0
bmelnychuk/AndroidTreeView;https://github.com/bmelnychuk/AndroidTreeView;Java;11/02/2015 02:48;6;2807;0;107747708;120264140;10997460;2183543;4.0;1.0;3.0
square/flow;https://github.com/square/flow;Java;12/09/2013 22:20;7;2806;0;107754607;120272413;10998612;2183842;3.0;1.0;2.0
iwgang/CountdownView;https://github.com/iwgang/CountdownView;Java;12/10/2015 07:46;5;2806;3;107760062;120279099;10999578;2184129;3.0;1.0;2.0
fuzhengwei/itstack-demo-design;https://github.com/fuzhengwei/itstack-demo-design;Java;20/05/2020 13:45;0;2803;0;107768453;120289930;11001834;2184322;2.0;1.0;3.0
liujingxing/okhttp-RxHttp;https://github.com/liujingxing/okhttp-RxHttp;Java;23/01/2019 09:48;2;2802;12;107784122;120310867;11004776;2186689;6.0;1.0;8.0
java8/Java8InAction;https://github.com/java8/Java8InAction;Java;28/10/2013 23:59;7;2799;0;107788541;120316570;11005880;2186874;1.0;1.0;2.0
micrometer-metrics/micrometer;https://github.com/micrometer-metrics/micrometer;Java;10/04/2017 21:36;3;2799;94;107863463;120403754;11017542;2187661;5.0;1.0;4.0
nic-delhi/AarogyaSetu_Android;https://github.com/nic-delhi/AarogyaSetu_Android;Java;26/05/2020 17:36;0;2799;0;107877427;120420188;11019701;2187994;3.0;1.0;4.0
remkop/picocli;https://github.com/remkop/picocli;Java;01/02/2017 16:38;4;2797;76;108241006;120816361;11047011;2204590;2.0;1.0;0.0
ltsopensource/light-task-scheduler;https://github.com/ltsopensource/light-task-scheduler;Java;24/10/2014 12:53;6;2796;29;108349305;120941278;11063037;2205998;3.0;1.0;4.0
mzule/ActivityRouter;https://github.com/mzule/ActivityRouter;Java;08/04/2016 02:27;4;2795;3;108351796;120944624;11063595;2206312;2.0;1.0;1.0
huanghongxun/HMCL;https://github.com/huanghongxun/HMCL;Java;22/06/2015 08:06;5;2794;164;108405708;121007654;11072345;2206812;4.0;1.0;5.0
android-notes/Cockroach;https://github.com/android-notes/Cockroach;Java;14/02/2017 03:43;4;2787;1;108408575;121011454;11073015;2207089;3.0;1.0;1.0
mxdldev/android-mvp-mvvm-flytour;https://github.com/mxdldev/android-mvp-mvvm-flytour;Java;25/12/2018 10:42;2;2785;11;108435205;121041112;11075637;2207517;1.0;1.0;1.0
guolindev/booksource;https://github.com/guolindev/booksource;Java;04/10/2016 02:55;4;2784;0;108453123;121064599;11079234;2209774;2.0;1.0;1.0
FasterXML/jackson-databind;https://github.com/FasterXML/jackson-databind;Java;23/12/2011 07:17;9;2777;0;116006071;128725386;11185852;2229334;2.0;1.0;1.0
florent37/ExpectAnim;https://github.com/florent37/ExpectAnim;Java;20/02/2017 15:05;4;2776;1;116010381;128731100;11186989;2229614;4.0;2.0;3.0
alibaba/jetcache;https://github.com/alibaba/jetcache;Java;12/04/2017 07:48;3;2774;47;116030526;128754959;11190520;2229820;3.0;1.0;3.0
gouthampradhan/leetcode;https://github.com/gouthampradhan/leetcode;Java;09/03/2017 10:30;4;2773;0;116061044;128788181;11193028;2230175;2.0;1.0;7.0
CrawlScript/WebCollector;https://github.com/CrawlScript/WebCollector;Java;12/07/2014 03:16;6;2772;0;116071082;128800280;11194884;2230388;3.0;1.0;5.0
AweiLoveAndroid/CommonDevKnowledge;https://github.com/AweiLoveAndroid/CommonDevKnowledge;Java;15/12/2017 03:00;3;2770;0;116075023;128805829;11196182;2230777;2.0;1.0;9.0
JakeWharton/scalpel;https://github.com/JakeWharton/scalpel;Java;06/01/2014 17:26;7;2768;0;116076637;128807961;11196499;2230988;2.0;1.0;2.0
qunarcorp/bistoury;https://github.com/qunarcorp/bistoury;Java;01/08/2019 07:54;1;2761;8;116232043;128990958;11222858;2234775;3.0;1.0;5.0
Tencent/MSEC;https://github.com/Tencent/MSEC;Java;28/11/2016 01:50;4;2760;0;116757093;129608092;11302235;2252405;3.0;1.0;10.0
Teevity/ice;https://github.com/Teevity/ice;Java;14/06/2013 20:56;7;2756;3;116771649;129625090;11304346;2252848;3.0;1.0;6.0
FinalTeam/RxGalleryFinal;https://github.com/FinalTeam/RxGalleryFinal;Java;22/04/2016 01:41;4;2753;1;116785674;129641867;11306742;2253338;2.0;1.0;3.0
trojan-gfw/igniter;https://github.com/trojan-gfw/igniter;Java;08/11/2018 22:19;2;2751;31;116799226;129657255;11308263;2253699;2.0;1.0;2.0
airbnb/airpal;https://github.com/airbnb/airpal;Java;05/05/2014 18:51;6;2750;0;116814322;129675172;11310833;2254021;4.0;1.0;3.0
traccar/traccar;https://github.com/traccar/traccar;Java;16/04/2012 08:33;8;2749;32;116906523;129787256;11330354;2254365;4.0;2.0;1.0
JoanZapata/android-pdfview;https://github.com/JoanZapata/android-pdfview;Java;21/11/2012 16:19;8;2749;0;116911904;129793955;11331415;2254636;2.0;1.0;3.0
evrencoskun/TableView;https://github.com/evrencoskun/TableView;Java;13/06/2017 04:29;3;2746;11;116923898;129808680;11333823;2255012;4.0;1.0;4.0
jenkinsci/blueocean-plugin;https://github.com/jenkinsci/blueocean-plugin;Java;23/01/2016 18:02;5;2745;22;117199350;130108499;11356995;2256749;5.0;1.0;4.0
cabaletta/baritone;https://github.com/cabaletta/baritone;Java;01/08/2018 15:34;2;2744;55;117231724;130145814;11361567;2257345;4.0;1.0;5.0
Yalantis/GuillotineMenu-Android;https://github.com/Yalantis/GuillotineMenu-Android;Java;15/06/2015 13:56;5;2743;2;117232923;130147573;11361865;2257620;2.0;1.0;2.0
north2016/T-MVP;https://github.com/north2016/T-MVP;Java;09/05/2016 05:55;4;2743;0;117241974;130158573;11363551;2258161;3.0;1.0;3.0
ballerina-platform/ballerina-lang;https://github.com/ballerina-platform/ballerina-lang;Java;16/11/2016 14:58;4;2739;83;119327220;132408567;11514076;2270755;5.0;1.0;5.0
watabou/pixel-dungeon;https://github.com/watabou/pixel-dungeon;Java;26/07/2014 17:34;6;2737;0;119377532;132470647;11525656;2270943;4.0;2.0;4.0
jiajunhui/PlayerBase;https://github.com/jiajunhui/PlayerBase;Java;28/03/2017 10:19;3;2735;18;119396381;132493253;11529064;2271374;3.0;1.0;4.0
questdb/questdb;https://github.com/questdb/questdb;Java;28/04/2014 23:29;6;2732;30;119879220;133033498;11576356;2281390;5.0;1.0;4.0
Nightonke/WoWoViewPager;https://github.com/Nightonke/WoWoViewPager;Java;03/03/2016 04:29;5;2731;0;119892875;133049630;11578493;2281845;4.0;2.0;3.0
h2database/h2database;https://github.com/h2database/h2database;Java;10/04/2015 19:09;5;2729;12;120283469;133485263;11621173;2285799;4.0;2.0;12.0
burhanrashid52/PhotoEditor;https://github.com/burhanrashid52/PhotoEditor;Java;23/01/2018 11:44;3;2728;9;120291071;133494505;11622470;2286221;3.0;1.0;3.0
zhaojun1998/zfile;https://github.com/zhaojun1998/zfile;Java;19/08/2019 13:57;1;2727;36;120298591;133503953;11624170;2286493;5.0;1.0;3.0
szerhusenBC/jwt-spring-security-demo;https://github.com/szerhusenBC/jwt-spring-security-demo;Java;20/03/2016 19:16;4;2722;3;120300441;133506483;11624613;2286730;4.0;1.0;2.0
code-troopers/android-betterpickers;https://github.com/code-troopers/android-betterpickers;Java;21/03/2013 01:45;7;2720;16;120328537;133538951;11628664;2287235;4.0;1.0;2.0
google/binnavi;https://github.com/google/binnavi;Java;19/08/2015 12:20;5;2720;3;122697470;136015187;11733081;2290359;5.0;1.0;2.0
dingjikerbo/Android-BluetoothKit;https://github.com/dingjikerbo/Android-BluetoothKit;Java;08/10/2015 09:07;5;2711;0;122708830;136029657;11735909;2290671;2.0;1.0;2.0
googlearchive/android-Camera2Basic;;;;6;2710;0;;843.0;;;2.5;1.0;2.0
KingJA/LoadSir;;;;3;2706;6;;1481.0;;;3.0;1.5;2.0
RobotiumTech/robotium;;;;11;2706;0;;6058.0;;;2.0;1.0;4.0
MagicMashRoom/SuperCalendar;;;;3;2697;13;;1914.0;;;2.0;1.0;2.0
wenmingvs/AndroidProcess;;;;5;2696;0;;1387.0;;;2.0;1.0;2.0
jfeinstein10/JazzyViewPager;;;;8;2694;0;;619.0;;;1.0;1.0;2.0
saulmm/CoordinatorBehaviorExample;;;;5;2694;0;;159.0;;;9.5;1.5;15.5
jbloch/effective-java-3e-source-code;;;;2;2693;0;;3018.0;;;1.0;1.0;2.0
fishercoder1534/Leetcode;;;;4;2692;0;;92519.0;;;1.0;1.0;3.0
oguzbilgener/CircularFloatingActionMenu;;;;6;2691;0;;1850.0;;;6.0;1.0;5.0
TangoAgency/material-intro-screen;;;;4;2691;4;;4607.0;;;3.0;1.0;2.0
react-native-share/react-native-share;;;;5;2689;41;;1519.0;;;3.0;2.0;5.0
JackyAndroid/AndroidTVLauncher;;;;4;2687;3;;1086.0;;;4.0;1.0;2.5
JohnPersano/SuperToasts;;;;7;2681;5;;2483.0;;;3.0;1.0;3.0
lizhangqu/CoreLink;;;;5;2680;0;;0.0;;;;;
apollographql/apollo-android;;;;4;2679;60;;78364.0;;;3.0;1.0;2.0
yanzhenjie/AndServer;;;;4;2666;0;;11986.0;;;3.0;1.0;6.0
harjot-oberai/MusicDNA;;;;4;2665;2;;;;;;;
JeremyLiao/LiveEventBus;;;;2;2663;0;;9862.0;;;2.0;1.0;1.0
glomadrian/Grav;;;;3;2662;0;;1171.0;;;4.0;1.0;3.0
Malinskiy/SuperRecyclerView;;;;6;2661;7;;2769.0;;;2.0;1.0;1.0
AbrahamCaiJin/CommonUtilLibrary;;;;3;2657;0;;16523.0;;;3.0;1.0;8.0
pedrovgs/Algorithms;;;;6;2655;0;;5982.0;;;3.0;1.0;7.0
qii/weiciyuan;;;;8;2653;0;;58530.0;;;4.0;1.0;3.0
googlesamples/google-services;;;;5;2652;0;;1078.0;;;3.0;1.5;2.0
flavioarfaria/KenBurnsView;;;;6;2650;4;;471.0;;;4.0;2.0;5.0
cSploit/android;;;;6;2643;33;;22657.0;;;2.0;1.0;3.0
zendesk/maxwell;;;;6;2642;172;;15802.0;;;4.0;1.0;5.0
Todd-Davies/ProgressWheel;;;;9;2640;3;;499.0;;;4.0;1.0;3.5
SimonVT/android-menudrawer;;;;8;2631;0;;4667.0;;;4.0;1.0;3.0
chennaione/sugar;;;;9;2631;6;;6284.0;;;2.0;1.0;3.0
KunMinX/Linkage-RecyclerView;;;;1;2629;0;;2484.0;;;4.0;1.0;3.0
tyzlmjj/PagerBottomTabStrip;;;;5;2628;11;;3186.0;;;5.0;1.0;3.0
amitshekhariitbhu/awesome-android-complete-reference;;;;4;2628;0;;64.0;;;3.0;1.0;4.0
google/hover;;;;5;2627;0;;6176.0;;;3.0;1.0;2.5
beworker/pinned-section-listview;;;;7;2627;5;;698.0;;;2.5;1.0;5.0
sockeqwe/AdapterDelegates;;;;5;2626;16;;2455.0;;;3.0;1.0;2.0
PowerJob/PowerJob;;;;1;2626;30;;12988.0;;;4.0;1.0;3.0
bastillion-io/Bastillion;;;;8;2625;11;;5686.0;;;5.0;1.0;14.0
liangfeidotme/MasteringAndroidDataBinding;;;;5;2624;0;;415.0;;;4.0;2.0;2.0
chanjarster/weixin-java-tools;;;;6;2622;21;;12000.0;;;3.0;1.0;5.0
500px/500px-android-blur;;;;6;2619;0;;235.0;;;2.5;2.0;3.0
alibaba/Alink;;;;2;2618;9;;119611.0;;;5.0;1.0;2.0
fengjundev/Android-Skin-Loader;;;;5;2617;0;;3423.0;;;3.0;1.0;3.0
aritraroy/PatternLockView;;;;3;2617;0;;1684.0;;;3.0;1.0;4.0
JCTools/JCTools;;;;7;2614;15;;32275.0;;;3.0;2.0;3.0
jacoco/jacoco;;;;8;2605;42;;32833.0;;;3.0;1.0;3.0
cyrilmottier/GreenDroid;;;;10;2604;0;;5453.0;;;5.0;2.0;4.0
siyamed/android-shape-imageview;;;;6;2603;2;;2724.0;;;5.0;2.0;6.0
pushtorefresh/storio;;;;61;2599;30;;30163.0;;;5.0;1.0;2.0
eclipse/openj9;;;;3;2597;23;;456427.0;;;2.0;1.0;4.0
googlearchive/android-ConstraintLayoutExamples;;;;4;2596;1;;;;;;;
androidx/androidx;;;;1;2596;0;;788979.0;;;3.0;1.0;3.0
graknlabs/grakn;;;;4;2591;59;;53337.0;;;5.0;1.0;6.0
nisrulz/sensey;;;;5;2589;13;;1933.0;;;3.0;1.0;5.0
liuyangming/ByteTCC;;;;5;2586;17;;14590.0;;;8.0;1.0;13.0
brianway/springmvc-mybatis-learning;;;;5;2586;0;;5382.0;;;3.0;1.0;7.0
spring-cloud/spring-cloud-kubernetes;;;;4;2585;0;;10698.0;;;6.0;1.0;3.0
VaughnVernon/IDDD_Samples;;;;7;2585;0;;28463.0;;;3.0;1.0;6.0
florent37/DiagonalLayout;;;;4;2582;0;;436.0;;;4.0;1.0;8.0
jindrapetrik/jpexs-decompiler;;;;6;2582;111;;240456.0;;;3.0;1.0;5.0
jjoe64/GraphView;;;;9;2582;1;;4097.0;;;2.0;1.0;5.0
Col-E/Recaf;;;;3;2581;143;;9746.0;;;6.0;2.0;6.0
tronprotocol/java-tron;;;;4;2579;53;;212020.0;;;11.0;1.0;7.0
huazhiyuan2008/RecyclerViewCardGallery;;;;4;2577;0;;430.0;;;3.0;1.0;2.0
alibaba/QLExpress;;;;4;2576;0;;12427.0;;;3.0;1.0;4.0
pchmn/MaterialChipsInput;;;;3;2576;7;;2061.0;;;4.0;1.0;3.0
Dimezis/BlurView;;;;4;2575;22;;687.0;;;3.0;1.0;3.5
mmin18/RealtimeBlurView;;;;4;2573;0;;676.0;;;4.0;1.0;3.0
mihaip/dex-method-counts;;;;6;2571;0;;1079.0;;;1.0;1.0;1.0
Hitomis/transferee;;;;4;2570;8;;7505.0;;;3.0;1.0;4.0
simple-android-framework/android_design_patterns_analysis;;;;6;2567;0;;228.0;;;1.0;1.0;4.0
r0adkll/Slidr;;;;6;2565;5;;2487.0;;;5.0;1.0;5.0
zlt2000/microservices-platform;;;;2;2564;19;;;;;;;
ldoublem/LoadingView;;;;4;2563;0;;3801.0;;;8.0;2.0;14.0
MindorksOpenSource/android-mvvm-architecture;;;;3;2560;0;;3077.0;;;4.0;1.0;3.0
florent37/ViewAnimator;;;;5;2559;3;;1926.0;;;2.0;1.0;1.0
osmandapp/OsmAnd;;;;10;2558;1;;552247.0;;;3.0;1.0;3.0
jMonkeyEngine/jmonkeyengine;;;;6;2545;30;;;;;;;
arcadefire/nice-spinner;;;;5;2544;18;;587.0;;;3.0;1.0;2.0
spring-projects/spring-loaded;;;;8;2543;0;;43183.0;;;1.0;1.0;2.0
deano2390/MaterialShowcaseView;;;;5;2542;14;;2790.0;;;3.0;1.0;4.0
Mojang/brigadier;;;;6;2541;2;;3999.0;;;5.0;1.0;7.0
dlew/joda-time-android;;;;7;2541;29;;1814.0;;;2.0;1.0;4.0
prontera/spring-cloud-rest-tcc;;;;5;2539;0;;2166.0;;;6.0;1.0;2.0
wildfly/wildfly;;;;10;2538;14;;485168.0;;;5.0;1.0;3.0
yangchong211/LifeHelper;;;;3;2537;0;;47913.0;;;2.0;1.0;4.0
jaydenxiao2016/AndroidFire;;;;4;2534;0;;25609.0;;;3.0;1.0;3.0
Twitter4J/Twitter4J;;;;11;2533;1;;30332.0;;;4.0;1.0;3.0
esoxjem/MovieGuide;;;;5;2533;0;;1733.0;;;4.0;1.0;3.0
ata4/disunity;;;;7;2528;15;;3847.0;;;3.0;1.0;5.0
AltBeacon/android-beacon-library;;;;6;2527;85;;10648.0;;;4.0;1.0;6.0
LuckyJayce/ViewPagerIndicator;;;;6;2526;16;;4573.0;;;3.5;1.0;4.0
jackpal/Android-Terminal-Emulator;;;;10;2523;0;;11869.0;;;3.0;1.0;4.0
apache/nifi;;;;6;2522;0;;583849.0;;;4.0;1.0;5.0
facebookarchive/device-year-class;;;;6;2521;2;;416.0;;;3.0;1.0;4.0
EverythingMe/overscroll-decor;;;;5;2520;0;;2312.0;;;3.0;1.0;3.0
Cleveroad/SlidingTutorial-Android;;;;5;2520;0;;2413.0;;;5.0;1.0;4.0
yingLanNull/ShadowImageView;;;;3;2516;0;;381.0;;;4.0;1.0;3.0
